Slope_Pct,Aspect,Tri_Index,p.xy
10.85254706,349.3803447,2001,"318110.223525,2901148.82495"
6.009252126,199.4400348,1069,"318110.223525,2901348.82495"
6.411794687,207.897271,2002,"318310.223525,2901448.82495"
6.146362972,220.6012946,2003,"318410.223525,2901348.82495"
6.599663291,225,1505,"318610.223525,2901348.82495"
4.772607021,257.9052429,2004,"318610.223525,2901148.82495"
7.731609003,97.43140797,2015,"318410.223525,2901048.82495"
7.666666667,90,1549,"318310.223525,2900848.82495"
7.666666667,270,2032,"318110.223525,2900748.82495"
12.07844729,320.5993393,2397,"318010.223525,2900548.82495"
9.480975102,349.8753283,2396,"317810.223525,2900548.82495"
7.951240295,303.0238676,2031,"317710.223525,2900448.82495"
6.12825877,45,2411,"317510.223525,2900448.82495"
6.565905201,23.96248897,2051,"317410.223525,2900548.82495"
6.565905201,23.96248897,2393,"317210.223525,2900548.82495"
4.533823503,143.9726266,2384,"317210.223525,2900748.82495"
2.40370085,303.6900675,2052,"317110.223525,2900448.82495"
9.219544457,192.5288077,1068,"317210.223525,2900248.82495"
13.45362405,228.0127875,1610,"317410.223525,2900148.82495"
10.13793755,279.4623222,2069,"317410.223525,2899948.82495"
1.699673171,11.30993247,1619,"317210.223525,2899948.82495"
1.699673171,11.30993247,2068,"317110.223525,2899848.82495"
3.018461713,6.340191746,2435,"317110.223525,2899648.82495"
6.708203933,63.43494882,2109,"316910.223525,2899648.82495"
9.433981132,212.0053832,2111,"316810.223525,2899548.82495"
5.099019514,281.3099325,2474,"316810.223525,2899348.82495"
4,180,2112,"316910.223525,2899248.82495"
5.333333333,180,2475,"316910.223525,2899048.82495"
6.798692685,78.69006753,1087,"316810.223525,2898948.82495"
4.853406593,74.0546041,2473,"316610.223525,2899048.82495"
9.718253158,210.9637565,1127,"316510.223525,2898948.82495"
8.653836657,164.3577535,717,"316310.223525,2899048.82495"
7.557189366,138.5763344,728,"316210.223525,2898948.82495"
5.385164807,68.19859051,1135,"316310.223525,2898748.82495"
7.156970185,62.2414594,1133,"316210.223525,2898648.82495"
9.285592185,68.96248897,1117,"316010.223525,2898748.82495"
9.718253158,202.1663458,1672,"315910.223525,2898648.82495"
9.098229376,171.573031,2167,"315710.223525,2898648.82495"
8.724168219,173.4180553,1658,"315610.223525,2898748.82495"
8.894442709,167.0053832,2145,"315410.223525,2898748.82495"
12.16552506,170.5376778,726,"315410.223525,2898948.82495"
19.43650632,67.83365418,1655,"315310.223525,2898648.82495"
8.517954893,30.57922687,2143,"315110.223525,2898748.82495"
4.533823503,107.102729,1669,"315110.223525,2898948.82495"
9.433981132,122.0053832,2126,"315010.223525,2899048.82495"
9.153020145,236.888658,1630,"314810.223525,2899048.82495"
16.13829125,38.29016319,1656,"314710.223525,2898948.82495"
18.39081897,313.5311993,1641,"314510.223525,2898948.82495"
3.333333333,143.1301024,2107,"314410.223525,2899048.82495"
27.40640639,175.8150839,2124,"314410.223525,2899248.82495"
21.17125934,146.5601308,2451,"314510.223525,2899348.82495"
19.80179565,143.901716,1642,"314510.223525,2899548.82495"
30.8130564,121.2826537,2452,"314710.223525,2899648.82495"
11.0201835,93.46822926,2431,"314810.223525,2899548.82495"
11.04536102,84.80557109,2454,"314810.223525,2899348.82495"
2.848001248,290.5560452,2088,"315010.223525,2899348.82495"
2.748737084,255.9637565,2453,"315010.223525,2899548.82495"
16.08657135,304.01935,2108,"314410.223525,2899648.82495"
20.82733247,219.8055711,2432,"314510.223525,2899848.82495"
27.71682201,183.4473869,2066,"314410.223525,2899948.82495"
18.40893503,354.8055711,1592,"314410.223525,2900148.82495"
16.25491379,285.4612177,680,"314510.223525,2900248.82495"
21.23414441,312.4551956,1575,"314510.223525,2900448.82495"
33.48299734,136.6135389,1545,"314410.223525,2900548.82495"
24.71616655,169.9024956,2027,"314210.223525,2900548.82495"
29.65168161,8.403371091,1573,"314210.223525,2900748.82495"
24.0023147,37.6656212,1591,"314110.223525,2900848.82495"
23.4781222,38.65980825,1556,"314110.223525,2901048.82495"
13.22035468,33.69006753,1553,"314210.223525,2901148.82495"
14.00396769,321.7661748,1991,"314410.223525,2901148.82495"
8.724168219,263.4180553,1530,"314410.223525,2901348.82495"
5.426273532,312.5104471,1051,"314510.223525,2901448.82495"
5.206833117,230.1944289,1531,"314510.223525,2901648.82495"
25.22124325,97.59464337,1516,"314710.223525,2901648.82495"
20.0693243,131.6335393,1518,"314810.223525,2901748.82495"
15.23519318,79.91940201,1044,"314810.223525,2901948.82495"
20.50745122,352.5284408,1031,"314710.223525,2902048.82495"
5.374838499,330.2551187,1451,"314710.223525,2902248.82495"
11.33823423,65.69545073,1473,"314510.223525,2902348.82495"
16.60655828,38.48019825,103,"314410.223525,2902548.82495"
7.774602526,30.96375653,1472,"314510.223525,2902648.82495"
6.798692685,348.6900675,1953,"314710.223525,2902648.82495"
10.59349905,335.854458,1474,"314810.223525,2902548.82495"
10.2252411,19.02560604,1475,"315010.223525,2902548.82495"
4.484541349,48.0127875,668,"315010.223525,2902348.82495"
9.803627447,107.8188889,1006,"315110.223525,2902248.82495"
10.4349839,116.5650512,1496,"315110.223525,2902048.82495"
5.934831272,218.1572266,682,"315310.223525,2901948.82495"
4.068851872,55.0079798,1497,"315410.223525,2902048.82495"
7.378647874,71.56505118,1962,"315610.223525,2902048.82495"
9.006170724,87.8789036,1034,"315710.223525,2901948.82495"
1.699673171,78.69006753,1498,"315910.223525,2902048.82495"
7.845734864,167.7352263,1478,"315910.223525,2902248.82495"
6.666666667,126.8698976,1479,"316010.223525,2902348.82495"
5.333333333,90,635,"316010.223525,2902548.82495"
3.333333333,270,1480,"316210.223525,2902548.82495"
2.748737084,284.0362435,991,"316310.223525,2902648.82495"
11.35292424,86.63353934,650,"316510.223525,2902648.82495"
14.89593531,49.53777251,994,"316510.223525,2902848.82495"
9.758187446,352.1466867,1430,"316310.223525,2902948.82495"
2.98142397,333.4349488,958,"316310.223525,2903148.82495"
3.771236166,315,1429,"316510.223525,2903248.82495"
6.12825877,315,1945,"316610.223525,2903148.82495"
8.806563209,299.475889,372,"316810.223525,2903148.82495"
9.735387911,231.9529575,1946,"316810.223525,2902948.82495"
9.666666667,226.397181,1008,"316910.223525,2902848.82495"
9.219544457,310.6012946,1455,"316910.223525,2902648.82495"
10.2252411,289.025606,607,"316810.223525,2902548.82495"
10.73416146,295.7693276,1482,"316810.223525,2902348.82495"
9.843215373,61.69924423,1025,"316610.223525,2902348.82495"
7.615773106,203.1985905,1023,"316510.223525,2902248.82495"
7.007932014,182.726311,1499,"316310.223525,2902248.82495"
1.054092553,341.5650512,1520,"316210.223525,2902048.82495"
3.80058475,322.1250163,2366,"316310.223525,2901948.82495"
3.605551275,33.69006753,667,"316510.223525,2901948.82495"
2.236067978,63.43494882,2365,"316510.223525,2901748.82495"
2.538591035,293.1985905,1981,"316310.223525,2901748.82495"
3.605551275,236.3099325,1026,"316610.223525,2902048.82495"
3.887301263,120.9637565,1971,"316810.223525,2901948.82495"
6.574360974,30.46554492,1500,"316810.223525,2901748.82495"
7.520342782,77.19573393,1985,"316910.223525,2901648.82495"
1.666666667,0,1538,"317110.223525,2901748.82495"
1.666666667,90,1986,"317210.223525,2901648.82495"
9.666666667,270,2370,"317410.223525,2901748.82495"
9.02465758,184.2363948,2371,"317510.223525,2901648.82495"
7.03167437,354.559668,1973,"317410.223525,2901448.82495"
9.848857802,156.037511,2367,"317710.223525,2901748.82495"
3.605551275,213.6900675,1009,"317810.223525,2901648.82495"
3.073181486,220.6012946,2373,"317810.223525,2901448.82495"
6.119186584,240.6422465,2374,"318010.223525,2901648.82495"
2.333333333,0,1976,"318110.223525,2901748.82495"
4.333333333,180,1522,"318010.223525,2901948.82495"
3.282952601,156.037511,1486,"318110.223525,2902148.82495"
4.242640687,225,1012,"318310.223525,2902148.82495"
6.699917081,174.2894069,1521,"318410.223525,2901948.82495"
6.036923425,6.340191746,1523,"318410.223525,2901748.82495"
11.66190379,300.9637565,1035,"318610.223525,2901748.82495"
8.94427191,153.4349488,1539,"318710.223525,2901648.82495"
9.433981132,212.0053832,1047,"318910.223525,2901648.82495"
3.34995854,84.28940686,1028,"319010.223525,2901748.82495"
3.681787006,84.80557109,1526,"319210.223525,2901748.82495"
5.906681716,106.3895403,1038,"319310.223525,2901648.82495"
11.78511302,28.73979529,1048,"319310.223525,2901448.82495"
11.78511302,241.2602047,1551,"319210.223525,2901348.82495"
10.41899974,262.6476206,674,"319210.223525,2901148.82495"
4.853406593,105.9453959,1552,"319010.223525,2901148.82495"
7.071067812,188.1301024,1564,"318910.223525,2901048.82495"
7.731609003,352.568592,2401,"318910.223525,2900848.82495"
7.845734864,347.7352263,2402,"318710.223525,2900748.82495"
4.853406593,15.9453959,2398,"318610.223525,2900848.82495"
2.603416559,320.1944289,2414,"318610.223525,2900548.82495"
2.603416559,129.8055711,2572,"318710.223525,2900448.82495"
4.472135955,153.4349488,2577,"318610.223525,2900248.82495"
4.027681991,294.4439548,684,"318710.223525,2900148.82495"
3.666666667,270,2579,"318710.223525,2899948.82495"
5.587684871,252.6459754,2094,"318610.223525,2899848.82495"
1.943650632,149.0362435,2578,"318410.223525,2899948.82495"
2.357022604,171.8698976,2413,"318310.223525,2899848.82495"
4.068851872,124.9920202,2071,"318110.223525,2899948.82495"
4.068851872,124.9920202,2428,"318010.223525,2900148.82495"
2.538591035,156.8014095,2092,"317810.223525,2900148.82495"
6.08276253,170.5376778,1631,"317710.223525,2899948.82495"
7.695597587,162.3498758,2440,"317810.223525,2899848.82495"
2.538591035,66.80140949,2458,"317710.223525,2899648.82495"
5.099019514,281.3099325,1608,"317510.223525,2899548.82495"
2.867441756,234.4623222,2114,"317410.223525,2899648.82495"
5.04424865,262.4053566,2128,"317410.223525,2899348.82495"
4.068851872,214.9920202,1677,"317510.223525,2899248.82495"
5.467073156,127.568592,2477,"317710.223525,2899348.82495"
1.795054936,111.8014095,2585,"317810.223525,2899248.82495"
0.942809042,135,2459,"318010.223525,2899248.82495"
0.745355993,116.5650512,2586,"318010.223525,2899048.82495"
0.745355993,333.4349488,2130,"318110.223525,2898948.82495"
6.009252126,356.8201699,2484,"318010.223525,2898748.82495"
6.708203933,333.4349488,2148,"317810.223525,2898748.82495"
5.830951895,210.9637565,2483,"317710.223525,2898948.82495"
7.280109889,344.0546041,1679,"317710.223525,2898648.82495"
8.246211251,194.0362435,1156,"317710.223525,2898448.82495"
7.318166133,239.9314172,732,"317810.223525,2898348.82495"
6.641619615,252.4744316,2193,"317810.223525,2898148.82495"
3.726779963,349.6951535,2192,"317710.223525,2898048.82495"
0.745355993,243.4349488,2233,"317710.223525,2897848.82495"
5,306.8698976,2214,"317810.223525,2897748.82495"
4.216370214,288.4349488,2235,"317810.223525,2897548.82495"
6.036923425,263.6598083,1714,"317710.223525,2897448.82495"
0.666666667,180,2234,"317510.223525,2897448.82495"
1.943650632,300.9637565,1735,"317410.223525,2897548.82495"
2.603416559,320.1944289,2522,"317410.223525,2897748.82495"
4.176654695,298.6104597,1163,"317210.223525,2897748.82495"
1.201850425,236.3099325,2232,"317110.223525,2897848.82495"
2.538591035,336.8014095,2211,"317210.223525,2898048.82495"
3.543381938,311.1859252,1712,"317410.223525,2898148.82495"
13.70320319,131.0548138,1710,"317110.223525,2898148.82495"
11.47945024,64.17900803,1128,"317110.223525,2898348.82495"
3.887301263,120.9637565,2169,"317210.223525,2898448.82495"
5.467073156,142.431408,1660,"317210.223525,2898648.82495"
9.689627903,243.4349488,2170,"317410.223525,2898648.82495"
4.533823503,306.0273734,1676,"317110.223525,2898748.82495"
3.666666667,270,2127,"317210.223525,2898948.82495"
2.666666667,90,1620,"317410.223525,2898948.82495"
4.807401701,56.30993247,731,"316910.223525,2898648.82495"
8.894442709,257.0053832,1678,"317410.223525,2898448.82495"
6.403124237,38.65980825,1675,"316910.223525,2898448.82495"
6.871842709,230.9061411,2190,"316810.223525,2898348.82495"
7.310570733,313.1523897,1673,"316810.223525,2898148.82495"
5.174724899,14.93141718,2189,"316610.223525,2898148.82495"
6.437735972,248.7494945,2505,"316510.223525,2898048.82495"
6.32455532,251.5650512,2187,"316510.223525,2897848.82495"
2.828427125,135,2506,"316310.223525,2897848.82495"
8.498365856,64.44003483,1732,"316210.223525,2897748.82495"
3.681787006,354.8055711,2503,"316010.223525,2897848.82495"
3.018461713,186.3401917,2185,"316010.223525,2898048.82495"
4.01386486,138.3664607,2504,"316210.223525,2898148.82495"
2.666666667,90,1143,"316310.223525,2898348.82495"
3,270,2188,"316510.223525,2898448.82495"
3,270,248,"316610.223525,2898648.82495"
4.05517502,170.5376778,2497,"315910.223525,2898148.82495"
4.630814663,149.7435628,2209,"315710.223525,2898148.82495"
15.05914266,62.30052719,1707,"315610.223525,2898048.82495"
13.33749935,91.43209618,2502,"315710.223525,2897848.82495"
11.83685394,99.72757855,2516,"315610.223525,2897748.82495"
14.14606345,124.4389893,2605,"315610.223525,2897548.82495"
8.94427191,153.4349488,2606,"315410.223525,2897448.82495"
9.843215373,151.6992442,2603,"315310.223525,2897548.82495"
11.14051664,218.9275436,2604,"315110.223525,2897448.82495"
11.49395977,209.5387823,2515,"315010.223525,2897548.82495"
7.340905182,309.4724598,2226,"315110.223525,2897748.82495"
5.077182071,336.8014095,2244,"315310.223525,2897848.82495"
16.2788206,137.4895529,2513,"315010.223525,2897848.82495"
12.22474721,115.8663568,2207,"315110.223525,2898048.82495"
11.62850903,117.2995722,1136,"315310.223525,2898148.82495"
10.46687898,80.83765295,2186,"315410.223525,2898348.82495"
13.11911244,332.7838884,2183,"315010.223525,2898148.82495"
12.56538455,338.1985905,1692,"314810.223525,2898148.82495"
16.02775371,196.9275131,2184,"314810.223525,2898348.82495"
19.66949132,180.9710219,1670,"314710.223525,2898448.82495"
24.53342391,216.714203,2163,"314510.223525,2898448.82495"
15.202339,254.7448813,1654,"314510.223525,2898648.82495"
19.88019674,55.24408745,2162,"314410.223525,2898348.82495"
17.18203196,71.91655462,2181,"314410.223525,2898148.82495"
13.74368542,67.16634582,1705,"314210.223525,2898148.82495"
26.90311837,213.8869595,279,"314110.223525,2898048.82495"
24.20514179,157.3194404,2203,"313910.223525,2898048.82495"
13.68291717,272.7927024,2179,"313810.223525,2898148.82495"
18.01234145,87.8789036,2201,"313610.223525,2898048.82495"
22.63232693,350.6764082,1125,"313510.223525,2898148.82495"
9.410396142,202.9321004,2180,"313610.223525,2898348.82495"
8.975274679,238.6713071,1691,"313510.223525,2898448.82495"
13.13604033,215.7066914,1690,"313510.223525,2898648.82495"
2.426703296,105.9453959,2155,"313610.223525,2898748.82495"
12.01850425,93.17983012,2482,"313810.223525,2898748.82495"
8.013876853,45,2158,"313910.223525,2898648.82495"
6.12825877,22.38013505,2160,"314110.223525,2898748.82495"
14.36043949,111.8014095,2161,"314210.223525,2898648.82495"
17.07499797,51.34019175,1124,"314110.223525,2898448.82495"
12.07844729,27.97947439,2159,"313910.223525,2898448.82495"
12.54768682,73.00917671,2470,"313810.223525,2898948.82495"
6.871842709,165.9637565,2471,"313910.223525,2899048.82495"
2.134374746,128.6598083,2106,"313910.223525,2899248.82495"
6.472162613,101.888658,2472,"314110.223525,2899248.82495"
5.897268671,317.29061,1628,"313810.223525,2899348.82495"
4.123105626,284.0362435,2083,"313910.223525,2899548.82495"
11.70944538,274.8990925,2085,"314110.223525,2899648.82495"
6.262764743,154.7988764,2429,"313810.223525,2899648.82495"
7.78174502,136.7357046,2081,"313610.223525,2899648.82495"
18.77350379,163.4956386,2430,"313610.223525,2899848.82495"
9.392668536,242.5255684,2420,"313510.223525,2899948.82495"
13.38739042,108.8860874,2576,"313310.223525,2899948.82495"
16.34693311,129.2072035,1082,"313310.223525,2900148.82495"
2.333333333,90,2418,"313210.223525,2900248.82495"
5.821416399,156.3706223,2405,"313310.223525,2900448.82495"
15.29342633,249.5901172,2044,"313510.223525,2900548.82495"
14.39521525,264.6854543,2389,"313610.223525,2900748.82495"
7.453559925,259.6951535,2025,"313810.223525,2900748.82495"
25.09537363,196.9908233,2390,"313910.223525,2900548.82495"
21.83778581,192.3390873,1080,"313810.223525,2900448.82495"
4.678556283,265.9143832,2419,"313810.223525,2900248.82495"
1.699673171,101.3099325,2406,"313610.223525,2900248.82495"
12.07844729,152.0205256,2408,"313910.223525,2900148.82495"
16.03468463,159.3045493,2421,"313910.223525,2899948.82495"
28.58515543,238.3487271,2065,"314110.223525,2899948.82495"
26.56856957,246.3294615,2422,"314110.223525,2900148.82495"
36.82541393,152.507163,1554,"313510.223525,2900848.82495"
32.70915604,177.0792785,2006,"313310.223525,2900848.82495"
31.71049598,3.012787504,1081,"313310.223525,2901048.82495"
25.56473265,67.78240573,1990,"313210.223525,2901148.82495"
23.72527953,94.02826367,1042,"313310.223525,2901348.82495"
20.401525,94.68589984,1064,"313510.223525,2901448.82495"
14.75729575,18.43494882,2376,"313610.223525,2901348.82495"
18.43908891,40.60129465,1989,"313810.223525,2901348.82495"
22.75473089,31.82744658,2375,"313810.223525,2901148.82495"
2,270,1546,"313910.223525,2901448.82495"
19.10497317,353.990994,1977,"313910.223525,2901648.82495"
20.02775851,18.43494882,64,"314110.223525,2901648.82495"
14.06334874,264.559668,1514,"314210.223525,2901748.82495"
17.80449381,231.8427734,660,"314210.223525,2901948.82495"
27.61843185,113.4709931,1513,"314410.223525,2902048.82495"
18.49023766,207.950969,1029,"314110.223525,2902048.82495"
16.18298146,327.6193223,661,"314110.223525,2902248.82495"
19.8466342,352.2781742,1471,"314210.223525,2902348.82495"
25.05549396,303.0558228,659,"313910.223525,2902248.82495"
6.699917081,264.2894069,1004,"313810.223525,2902348.82495"
0.942809042,225,648,"313610.223525,2902348.82495"
4.242640687,45,1002,"313510.223525,2902248.82495"
4.737556801,39.28940686,1020,"313510.223525,2902048.82495"
21.64614413,80.24757506,658,"313310.223525,2902048.82495"
20.50745122,82.52844082,394,"313210.223525,2901948.82495"
18.51425877,23.33404128,2628,"313210.223525,2902348.82495"
7.453559925,79.69515353,386,"313210.223525,2902548.82495"
15.21694961,61.18920626,1448,"313310.223525,2902648.82495"
16.08657135,55.98065001,983,"313210.223525,2902848.82495"
5.04424865,82.40535663,1424,"313310.223525,2902948.82495"
8.602325267,144.4623222,967,"313310.223525,2903148.82495"
7.071067812,188.1301024,1423,"313510.223525,2903248.82495"
7.673909622,267.5104471,1943,"313610.223525,2903148.82495"
6.674994798,267.1375948,1404,"313810.223525,2903148.82495"
7.453559925,243.4349488,1944,"313810.223525,2902948.82495"
14.97405163,286.8214099,1425,"313910.223525,2902848.82495"
14.97405163,286.8214099,1449,"313810.223525,2902648.82495"
5.676462122,319.7636417,634,"313610.223525,2902648.82495"
20.13840996,77.57405713,953,"314110.223525,2902948.82495"
23.57493961,56.53462065,1426,"314110.223525,2903148.82495"
13.57284871,65.32313683,1406,"314210.223525,2903248.82495"
9.803627447,305.3112134,969,"314410.223525,2903248.82495"
8.412952976,146.3099325,1427,"314510.223525,2903148.82495"
7,180,623,"314710.223525,2903148.82495"
8.062257748,187.1250163,1408,"314810.223525,2903248.82495"
12.54768682,129.6106882,374,"315010.223525,2903248.82495"
9.718253158,95.90614111,956,"315010.223525,2903448.82495"
9.055385138,263.6598083,938,"314810.223525,2903548.82495"
12.72792206,315,369,"314810.223525,2903748.82495"
9.219544457,12.52880771,937,"315010.223525,2903848.82495"
11.68569876,93.27048792,1385,"315110.223525,2903748.82495"
7.695597587,265.0302593,914,"315310.223525,2903748.82495"
7.731609003,277.431408,1386,"315310.223525,2903548.82495"
6.342099197,183.0127875,955,"315410.223525,2903448.82495"
19.33620668,359.0122396,1410,"315410.223525,2903248.82495"
15.9338912,344.2192467,603,"315310.223525,2903148.82495"
10.59349905,204.145542,987,"315310.223525,2902948.82495"
16.73983937,234.7275786,629,"315110.223525,2902948.82495"
14.88474237,34.04593736,1452,"315010.223525,2902848.82495"
10.96458947,199.5366549,1453,"315410.223525,2902848.82495"
11.33823423,155.6954507,990,"315610.223525,2902848.82495"
11.0352969,25.01689348,1454,"315710.223525,2902648.82495"
4.027681991,294.4439548,1477,"315610.223525,2902548.82495"
9.480975102,79.87532834,1960,"315410.223525,2902548.82495"
13.73155328,95.5721978,972,"315710.223525,2902948.82495"
5.174724899,104.9314172,989,"315910.223525,2902948.82495"
9.551032521,330.7511737,992,"316010.223525,2902848.82495"
5.04424865,97.59464337,976,"316010.223525,2903148.82495"
5.821416399,346.7594801,974,"315910.223525,2903248.82495"
1.333333333,270,957,"316010.223525,2903448.82495"
2,90,617,"316210.223525,2903448.82495"
20.31966754,221.0090869,51,"316310.223525,2903548.82495"
16.71991494,156.5014343,977,"316510.223525,2903548.82495"
9.910712498,137.726311,618,"316610.223525,2903748.82495"
7.520342782,167.1957339,1918,"316810.223525,2903848.82495"
8.171767115,11.76828893,1907,"316810.223525,2904048.82495"
5.426273532,280.6196553,1371,"316910.223525,2904148.82495"
5.099019514,78.69006753,2349,"317110.223525,2904148.82495"
4.268749492,51.34019175,1909,"317210.223525,2904048.82495"
6.262764743,64.79887635,1897,"317410.223525,2904048.82495"
5.666666667,90,1910,"317510.223525,2903848.82495"
4.772607021,167.9052429,1372,"317410.223525,2903748.82495"
4.955356249,160.3461759,2355,"317210.223525,2903748.82495"
2.867441756,144.4623222,1908,"317210.223525,2903548.82495"
4.714045208,188.1301024,1389,"317110.223525,2903448.82495"
4.714045208,171.8698976,1919,"316910.223525,2903548.82495"
6.036923425,186.3401917,1917,"316810.223525,2903448.82495"
6.036923425,353.6598083,1931,"317210.223525,2903248.82495"
6,0,944,"317410.223525,2903248.82495"
4.268749492,38.65980825,1947,"317510.223525,2903148.82495"
4.268749492,38.65980825,1956,"317410.223525,2902948.82495"
6,0,978,"317510.223525,2902848.82495"
6.009252126,3.17983012,1957,"317710.223525,2902848.82495"
2.687419249,172.8749837,1948,"317710.223525,2902648.82495"
10.73416146,306.1581854,1458,"317810.223525,2902548.82495"
10.00555401,240.0183606,1504,"317710.223525,2902348.82495"
5.174724899,194.9314172,1484,"317510.223525,2902348.82495"
2.848001248,110.5560452,396,"317410.223525,2902248.82495"
3.16227766,251.5650512,1963,"317210.223525,2902248.82495"
9.843215373,151.6992442,1502,"317110.223525,2902348.82495"
3.431876714,240.9453959,673,"317110.223525,2902048.82495"
8.117197108,19.17900803,1964,"317510.223525,2902048.82495"
11.08051343,313.7811248,1974,"317710.223525,2902048.82495"
4.216370214,198.4349488,1485,"317410.223525,2902548.82495"
6.666666667,233.1301024,1955,"317210.223525,2902648.82495"
9.803627447,234.6887866,1966,"317810.223525,2902248.82495"
8.956685895,45,1007,"318010.223525,2902648.82495"
9.545214042,24.77514057,1487,"318110.223525,2902548.82495"
8.768630959,351.2538377,1010,"318310.223525,2902548.82495"
7.211102551,303.6900675,1011,"318410.223525,2902648.82495"
