Slope_Pct,Aspect,Tri_Index,Node_Index,TinNod.xyz
7.280109889,344.0546041,1679,368,"317610.22,2898848.82,168"
7.280109889,344.0546041,1679,842,"317610.22,2898548.82,189"
8.246211251,194.0362435,1156,843,"317910.22,2898548.82,195"
8.246211251,194.0362435,1156,842,"317610.22,2898548.82,189"
8.246211251,194.0362435,1156,1099,"317610.22,2898248.82,165"
7.318166133,239.9314172,732,843,"317910.22,2898548.82,195"
7.318166133,239.9314172,732,1099,"317610.22,2898248.82,165"
7.318166133,239.9314172,732,1100,"317910.22,2898248.82,184"
6.641619615,252.4744316,2193,1099,"317610.22,2898248.82,165"
6.641619615,252.4744316,2193,1100,"317910.22,2898248.82,184"
6.641619615,252.4744316,2193,860,"317910.22,2897948.82,178"
3.726779963,349.6951535,2192,1099,"317610.22,2898248.82,165"
3.726779963,349.6951535,2192,860,"317910.22,2897948.82,178"
3.726779963,349.6951535,2192,1110,"317610.22,2897948.82,176"
0.745355993,243.4349488,2233,860,"317910.22,2897948.82,178"
0.745355993,243.4349488,2233,1110,"317610.22,2897948.82,176"
0.745355993,243.4349488,2233,1120,"317610.22,2897648.82,175"
5,306.8698976,2214,860,"317910.22,2897948.82,178"
5,306.8698976,2214,1120,"317610.22,2897648.82,175"
5,306.8698976,2214,1121,"317910.22,2897648.82,187"
4.216370214,288.4349488,2235,1120,"317610.22,2897648.82,175"
4.216370214,288.4349488,2235,1121,"317910.22,2897648.82,187"
4.216370214,288.4349488,2235,585,"317910.22,2897348.82,191"
6.036923425,263.6598083,1714,1120,"317610.22,2897648.82,175"
6.036923425,263.6598083,1714,585,"317910.22,2897348.82,191"
6.036923425,263.6598083,1714,871,"317610.22,2897348.82,173"
0.666666667,180,2234,1120,"317610.22,2897648.82,175"
0.666666667,180,2234,871,"317610.22,2897348.82,173"
0.666666667,180,2234,870,"317310.22,2897348.82,173"
1.943650632,300.9637565,1735,1120,"317610.22,2897648.82,175"
1.943650632,300.9637565,1735,870,"317310.22,2897348.82,173"
1.943650632,300.9637565,1735,1264,"317310.22,2897648.82,170"
2.603416559,320.1944289,2522,1120,"317610.22,2897648.82,175"
2.603416559,320.1944289,2522,1264,"317310.22,2897648.82,170"
2.603416559,320.1944289,2522,1109,"317310.22,2897948.82,164"
4.176654695,298.6104597,1163,1264,"317310.22,2897648.82,170"
4.176654695,298.6104597,1163,1109,"317310.22,2897948.82,164"
4.176654695,298.6104597,1163,1119,"317010.22,2897648.82,159"
1.201850425,236.3099325,2232,1109,"317310.22,2897948.82,164"
1.201850425,236.3099325,2232,1119,"317010.22,2897648.82,159"
1.201850425,236.3099325,2232,859,"317010.22,2897948.82,161"
2.538591035,336.8014095,2211,1109,"317310.22,2897948.82,164"
2.538591035,336.8014095,2211,859,"317010.22,2897948.82,161"
2.538591035,336.8014095,2211,369,"317310.22,2898248.82,157"
3.543381938,311.1859252,1712,1099,"317610.22,2898248.82,165"
3.543381938,311.1859252,1712,1109,"317310.22,2897948.82,164"
3.543381938,311.1859252,1712,369,"317310.22,2898248.82,157"
13.70320319,131.0548138,1710,859,"317010.22,2897948.82,161"
13.70320319,131.0548138,1710,369,"317310.22,2898248.82,157"
13.70320319,131.0548138,1710,575,"317010.22,2898248.82,188"
11.47945024,64.17900803,1128,369,"317310.22,2898248.82,157"
11.47945024,64.17900803,1128,575,"317010.22,2898248.82,188"
11.47945024,64.17900803,1128,841,"317010.22,2898548.82,173"
3.887301263,120.9637565,2169,369,"317310.22,2898248.82,157"
3.887301263,120.9637565,2169,841,"317010.22,2898548.82,173"
3.887301263,120.9637565,2169,1088,"317310.22,2898548.82,163"
5.467073156,142.431408,1660,841,"317010.22,2898548.82,173"
5.467073156,142.431408,1660,1088,"317310.22,2898548.82,163"
5.467073156,142.431408,1660,834,"317310.22,2898848.82,176"
9.689627903,243.4349488,2170,842,"317610.22,2898548.82,189"
9.689627903,243.4349488,2170,1088,"317310.22,2898548.82,163"
9.689627903,243.4349488,2170,834,"317310.22,2898848.82,176"
4.533823503,306.0273734,1676,833,"317010.22,2898848.82,165"
4.533823503,306.0273734,1676,841,"317010.22,2898548.82,173"
4.533823503,306.0273734,1676,834,"317310.22,2898848.82,176"
3.666666667,270,2127,833,"317010.22,2898848.82,165"
3.666666667,270,2127,1067,"317310.22,2899148.82,176"
3.666666667,270,2127,834,"317310.22,2898848.82,176"
2.666666667,90,1620,1067,"317310.22,2899148.82,176"
2.666666667,90,1620,368,"317610.22,2898848.82,168"
2.666666667,90,1620,834,"317310.22,2898848.82,176"
4.807401701,56.30993247,731,833,"317010.22,2898848.82,165"
4.807401701,56.30993247,731,841,"317010.22,2898548.82,173"
4.807401701,56.30993247,731,840,"316710.22,2898548.82,185"
8.894442709,257.0053832,1678,842,"317610.22,2898548.82,189"
8.894442709,257.0053832,1678,369,"317310.22,2898248.82,157"
8.894442709,257.0053832,1678,1088,"317310.22,2898548.82,163"
6.403124237,38.65980825,1675,575,"317010.22,2898248.82,188"
6.403124237,38.65980825,1675,841,"317010.22,2898548.82,173"
6.403124237,38.65980825,1675,840,"316710.22,2898548.82,185"
6.871842709,230.9061411,2190,575,"317010.22,2898248.82,188"
6.871842709,230.9061411,2190,840,"316710.22,2898548.82,185"
6.871842709,230.9061411,2190,1098,"316710.22,2898248.82,172"
7.310570733,313.1523897,1673,575,"317010.22,2898248.82,188"
7.310570733,313.1523897,1673,1098,"316710.22,2898248.82,172"
7.310570733,313.1523897,1673,858,"316710.22,2897948.82,187"
5.174724899,14.93141718,2189,1098,"316710.22,2898248.82,172"
5.174724899,14.93141718,2189,858,"316710.22,2897948.82,187"
5.174724899,14.93141718,2189,1097,"316410.22,2898248.82,176"
6.437735972,248.7494945,2505,858,"316710.22,2897948.82,187"
6.437735972,248.7494945,2505,1097,"316410.22,2898248.82,176"
6.437735972,248.7494945,2505,1256,"316410.22,2897948.82,169"
6.32455532,251.5650512,2187,858,"316710.22,2897948.82,187"
6.32455532,251.5650512,2187,1256,"316410.22,2897948.82,169"
6.32455532,251.5650512,2187,1118,"316410.22,2897648.82,163"
2.828427125,135,2506,1256,"316410.22,2897948.82,169"
2.828427125,135,2506,1118,"316410.22,2897648.82,163"
2.828427125,135,2506,1255,"316110.22,2897948.82,175"
8.498365856,64.44003483,1732,1118,"316410.22,2897648.82,163"
8.498365856,64.44003483,1732,1255,"316110.22,2897948.82,175"
8.498365856,64.44003483,1732,1117,"316110.22,2897648.82,186"
3.681787006,354.8055711,2503,1255,"316110.22,2897948.82,175"
3.681787006,354.8055711,2503,1117,"316110.22,2897648.82,186"
3.681787006,354.8055711,2503,1108,"315810.22,2897948.82,174"
3.018461713,186.3401917,2185,1255,"316110.22,2897948.82,175"
3.018461713,186.3401917,2185,1108,"315810.22,2897948.82,174"
3.018461713,186.3401917,2185,851,"316110.22,2898248.82,184"
4.01386486,138.3664607,2504,1097,"316410.22,2898248.82,176"
4.01386486,138.3664607,2504,1255,"316110.22,2897948.82,175"
4.01386486,138.3664607,2504,851,"316110.22,2898248.82,184"
2.666666667,90,1143,571,"316410.22,2898548.82,176"
2.666666667,90,1143,1097,"316410.22,2898248.82,176"
2.666666667,90,1143,851,"316110.22,2898248.82,184"
3,270,2188,571,"316410.22,2898548.82,176"
3,270,2188,840,"316710.22,2898548.82,185"
3,270,2188,1097,"316410.22,2898248.82,176"
3,270,248,567,"316710.22,2898848.82,185"
3,270,248,571,"316410.22,2898548.82,176"
3,270,248,840,"316710.22,2898548.82,185"
4.05517502,170.5376778,2497,1108,"315810.22,2897948.82,174"
4.05517502,170.5376778,2497,851,"316110.22,2898248.82,184"
4.05517502,170.5376778,2497,1252,"315810.22,2898248.82,186"
4.630814663,149.7435628,2209,1108,"315810.22,2897948.82,174"
4.630814663,149.7435628,2209,1252,"315810.22,2898248.82,186"
4.630814663,149.7435628,2209,1096,"315510.22,2898248.82,193"
15.05914266,62.30052719,1707,1108,"315810.22,2897948.82,174"
15.05914266,62.30052719,1707,1096,"315510.22,2898248.82,193"
15.05914266,62.30052719,1707,1254,"315510.22,2897948.82,214"
13.33749935,91.43209618,2502,1108,"315810.22,2897948.82,174"
13.33749935,91.43209618,2502,1254,"315510.22,2897948.82,214"
13.33749935,91.43209618,2502,1262,"315810.22,2897648.82,173"
11.83685394,99.72757855,2516,1254,"315510.22,2897948.82,214"
11.83685394,99.72757855,2516,1262,"315810.22,2897648.82,173"
11.83685394,99.72757855,2516,1304,"315510.22,2897648.82,208"
14.14606345,124.4389893,2605,1262,"315810.22,2897648.82,173"
14.14606345,124.4389893,2605,1304,"315510.22,2897648.82,208"
14.14606345,124.4389893,2605,1306,"315510.22,2897348.82,184"
8.94427191,153.4349488,2606,1304,"315510.22,2897648.82,208"
8.94427191,153.4349488,2606,1306,"315510.22,2897348.82,184"
8.94427191,153.4349488,2606,1305,"315210.22,2897348.82,196"
9.843215373,151.6992442,2603,1304,"315510.22,2897648.82,208"
9.843215373,151.6992442,2603,1305,"315210.22,2897348.82,196"
9.843215373,151.6992442,2603,1261,"315210.22,2897648.82,222"
11.14051664,218.9275436,2604,1305,"315210.22,2897348.82,196"
11.14051664,218.9275436,2604,1261,"315210.22,2897648.82,222"
11.14051664,218.9275436,2604,1125,"314910.22,2897348.82,175"
11.49395977,209.5387823,2515,1261,"315210.22,2897648.82,222"
11.49395977,209.5387823,2515,1125,"314910.22,2897348.82,175"
11.49395977,209.5387823,2515,1260,"314910.22,2897648.82,205"
7.340905182,309.4724598,2226,1261,"315210.22,2897648.82,222"
7.340905182,309.4724598,2226,1260,"314910.22,2897648.82,205"
7.340905182,309.4724598,2226,1107,"315210.22,2897948.82,208"
5.077182071,336.8014095,2244,1254,"315510.22,2897948.82,214"
5.077182071,336.8014095,2244,1261,"315210.22,2897648.82,222"
5.077182071,336.8014095,2244,1107,"315210.22,2897948.82,208"
16.2788206,137.4895529,2513,1260,"314910.22,2897648.82,205"
16.2788206,137.4895529,2513,1107,"315210.22,2897948.82,208"
16.2788206,137.4895529,2513,857,"314910.22,2897948.82,241"
12.22474721,115.8663568,2207,1107,"315210.22,2897948.82,208"
12.22474721,115.8663568,2207,857,"314910.22,2897948.82,241"
12.22474721,115.8663568,2207,850,"315210.22,2898248.82,224"
11.62850903,117.2995722,1136,1096,"315510.22,2898248.82,193"
11.62850903,117.2995722,1136,1107,"315210.22,2897948.82,208"
11.62850903,117.2995722,1136,850,"315210.22,2898248.82,224"
10.46687898,80.83765295,2186,570,"315510.22,2898548.82,188"
10.46687898,80.83765295,2186,1096,"315510.22,2898248.82,193"
10.46687898,80.83765295,2186,850,"315210.22,2898248.82,224"
13.11911244,332.7838884,2183,857,"314910.22,2897948.82,241"
13.11911244,332.7838884,2183,850,"315210.22,2898248.82,224"
13.11911244,332.7838884,2183,1095,"314910.22,2898248.82,206"
12.56538455,338.1985905,1692,857,"314910.22,2897948.82,241"
12.56538455,338.1985905,1692,1095,"314910.22,2898248.82,206"
12.56538455,338.1985905,1692,574,"314610.22,2898248.82,192"
16.02775371,196.9275131,2184,1095,"314910.22,2898248.82,206"
16.02775371,196.9275131,2184,574,"314610.22,2898248.82,192"
16.02775371,196.9275131,2184,1086,"314910.22,2898548.82,252"
19.66949132,180.9710219,1670,574,"314610.22,2898248.82,192"
19.66949132,180.9710219,1670,1086,"314910.22,2898548.82,252"
19.66949132,180.9710219,1670,1085,"314610.22,2898548.82,251"
24.53342391,216.714203,2163,574,"314610.22,2898248.82,192"
24.53342391,216.714203,2163,1085,"314610.22,2898548.82,251"
24.53342391,216.714203,2163,1084,"314310.22,2898548.82,207"
15.202339,254.7448813,1654,365,"314610.22,2898848.82,263"
15.202339,254.7448813,1654,1085,"314610.22,2898548.82,251"
15.202339,254.7448813,1654,1084,"314310.22,2898548.82,207"
19.88019674,55.24408745,2162,574,"314610.22,2898248.82,192"
19.88019674,55.24408745,2162,1084,"314310.22,2898548.82,207"
19.88019674,55.24408745,2162,1094,"314310.22,2898248.82,241"
17.18203196,71.91655462,2181,574,"314610.22,2898248.82,192"
17.18203196,71.91655462,2181,1094,"314310.22,2898248.82,241"
17.18203196,71.91655462,2181,856,"314310.22,2897948.82,257"
13.74368542,67.16634582,1705,1094,"314310.22,2898248.82,241"
13.74368542,67.16634582,1705,856,"314310.22,2897948.82,257"
13.74368542,67.16634582,1705,849,"314010.22,2898248.82,279"
26.90311837,213.8869595,279,856,"314310.22,2897948.82,257"
26.90311837,213.8869595,279,849,"314010.22,2898248.82,279"
26.90311837,213.8869595,279,1105,"314010.22,2897948.82,212"
24.20514179,157.3194404,2203,849,"314010.22,2898248.82,279"
24.20514179,157.3194404,2203,1105,"314010.22,2897948.82,212"
24.20514179,157.3194404,2203,1104,"313710.22,2897948.82,240"
13.68291717,272.7927024,2179,849,"314010.22,2898248.82,279"
13.68291717,272.7927024,2179,1104,"313710.22,2897948.82,240"
13.68291717,272.7927024,2179,1093,"313710.22,2898248.82,238"
18.01234145,87.8789036,2201,1104,"313710.22,2897948.82,240"
18.01234145,87.8789036,2201,1093,"313710.22,2898248.82,238"
18.01234145,87.8789036,2201,577,"313410.22,2897948.82,294"
22.63232693,350.6764082,1125,1093,"313710.22,2898248.82,238"
22.63232693,350.6764082,1125,577,"313410.22,2897948.82,294"
22.63232693,350.6764082,1125,848,"313410.22,2898248.82,227"
9.410396142,202.9321004,2180,1093,"313710.22,2898248.82,238"
9.410396142,202.9321004,2180,848,"313410.22,2898248.82,227"
9.410396142,202.9321004,2180,1082,"313710.22,2898548.82,264"
8.975274679,238.6713071,1691,848,"313410.22,2898248.82,227"
8.975274679,238.6713071,1691,1082,"313710.22,2898548.82,264"
8.975274679,238.6713071,1691,1081,"313410.22,2898548.82,241"
13.13604033,215.7066914,1690,1082,"313710.22,2898548.82,264"
13.13604033,215.7066914,1690,1081,"313410.22,2898548.82,241"
13.13604033,215.7066914,1690,566,"313410.22,2898848.82,273"
2.426703296,105.9453959,2155,1082,"313710.22,2898548.82,264"
2.426703296,105.9453959,2155,566,"313410.22,2898848.82,273"
2.426703296,105.9453959,2155,1244,"313710.22,2898848.82,266"
12.01850425,93.17983012,2482,1082,"313710.22,2898548.82,264"
12.01850425,93.17983012,2482,1244,"313710.22,2898848.82,266"
12.01850425,93.17983012,2482,1074,"314010.22,2898848.82,230"
8.013876853,45,2158,1082,"313710.22,2898548.82,264"
8.013876853,45,2158,1074,"314010.22,2898848.82,230"
8.013876853,45,2158,1083,"314010.22,2898548.82,247"
6.12825877,22.38013505,2160,830,"314310.22,2898848.82,223"
6.12825877,22.38013505,2160,1074,"314010.22,2898848.82,230"
6.12825877,22.38013505,2160,1083,"314010.22,2898548.82,247"
14.36043949,111.8014095,2161,830,"314310.22,2898848.82,223"
14.36043949,111.8014095,2161,1084,"314310.22,2898548.82,207"
14.36043949,111.8014095,2161,1083,"314010.22,2898548.82,247"
17.07499797,51.34019175,1124,1084,"314310.22,2898548.82,207"
17.07499797,51.34019175,1124,849,"314010.22,2898248.82,279"
17.07499797,51.34019175,1124,1083,"314010.22,2898548.82,247"
12.07844729,27.97947439,2159,849,"314010.22,2898248.82,279"
12.07844729,27.97947439,2159,1082,"313710.22,2898548.82,264"
12.07844729,27.97947439,2159,1083,"314010.22,2898548.82,247"
12.54768682,73.00917671,2470,1244,"313710.22,2898848.82,266"
12.54768682,73.00917671,2470,1074,"314010.22,2898848.82,230"
12.54768682,73.00917671,2470,1238,"313710.22,2899148.82,255"
6.871842709,165.9637565,2471,1074,"314010.22,2898848.82,230"
6.871842709,165.9637565,2471,1238,"313710.22,2899148.82,255"
6.871842709,165.9637565,2471,1239,"314010.22,2899148.82,250"
2.134374746,128.6598083,2106,1238,"313710.22,2899148.82,255"
2.134374746,128.6598083,2106,1239,"314010.22,2899148.82,250"
2.134374746,128.6598083,2106,817,"314010.22,2899448.82,254"
6.472162613,101.888658,2472,1065,"314310.22,2899148.82,231"
6.472162613,101.888658,2472,1239,"314010.22,2899148.82,250"
6.472162613,101.888658,2472,817,"314010.22,2899448.82,254"
5.897268671,317.29061,1628,1238,"313710.22,2899148.82,255"
5.897268671,317.29061,1628,817,"314010.22,2899448.82,254"
5.897268671,317.29061,1628,1056,"313710.22,2899448.82,242"
4.123105626,284.0362435,2083,817,"314010.22,2899448.82,254"
4.123105626,284.0362435,2083,1056,"313710.22,2899448.82,242"
4.123105626,284.0362435,2083,811,"314010.22,2899748.82,251"
11.70944538,274.8990925,2085,1046,"314310.22,2899748.82,286"
11.70944538,274.8990925,2085,817,"314010.22,2899448.82,254"
11.70944538,274.8990925,2085,811,"314010.22,2899748.82,251"
6.262764743,154.7988764,2429,1056,"313710.22,2899448.82,242"
6.262764743,154.7988764,2429,811,"314010.22,2899748.82,251"
6.262764743,154.7988764,2429,1218,"313710.22,2899748.82,259"
7.78174502,136.7357046,2081,1056,"313710.22,2899448.82,242"
7.78174502,136.7357046,2081,1218,"313710.22,2899748.82,259"
7.78174502,136.7357046,2081,1045,"313410.22,2899748.82,275"
18.77350379,163.4956386,2430,1218,"313710.22,2899748.82,259"
18.77350379,163.4956386,2430,1045,"313410.22,2899748.82,275"
18.77350379,163.4956386,2430,1213,"313710.22,2900048.82,313"
9.392668536,242.5255684,2420,1045,"313410.22,2899748.82,275"
9.392668536,242.5255684,2420,1213,"313710.22,2900048.82,313"
9.392668536,242.5255684,2420,1291,"313410.22,2900048.82,288"
13.38739042,108.8860874,2576,1045,"313410.22,2899748.82,275"
13.38739042,108.8860874,2576,1291,"313410.22,2900048.82,288"
13.38739042,108.8860874,2576,1212,"313110.22,2900048.82,326"
16.34693311,129.2072035,1082,1291,"313410.22,2900048.82,288"
16.34693311,129.2072035,1082,1212,"313110.22,2900048.82,326"
16.34693311,129.2072035,1082,1206,"313410.22,2900348.82,319"
2.333333333,90,2418,1212,"313110.22,2900048.82,326"
2.333333333,90,2418,1206,"313410.22,2900348.82,319"
2.333333333,90,2418,1025,"313110.22,2900348.82,326"
5.821416399,156.3706223,2405,1206,"313410.22,2900348.82,319"
5.821416399,156.3706223,2405,1025,"313110.22,2900348.82,326"
5.821416399,156.3706223,2405,790,"313410.22,2900648.82,335"
15.29342633,249.5901172,2044,1206,"313410.22,2900348.82,319"
15.29342633,249.5901172,2044,790,"313410.22,2900648.82,335"
15.29342633,249.5901172,2044,1198,"313710.22,2900648.82,378"
14.39521525,264.6854543,2389,790,"313410.22,2900648.82,335"
14.39521525,264.6854543,2389,1198,"313710.22,2900648.82,378"
14.39521525,264.6854543,2389,1007,"313710.22,2900948.82,382"
7.453559925,259.6951535,2025,1016,"314010.22,2900648.82,400"
7.453559925,259.6951535,2025,1198,"313710.22,2900648.82,378"
7.453559925,259.6951535,2025,1007,"313710.22,2900948.82,382"
25.09537363,196.9908233,2390,1016,"314010.22,2900648.82,400"
25.09537363,196.9908233,2390,1198,"313710.22,2900648.82,378"
25.09537363,196.9908233,2390,1026,"314010.22,2900348.82,328"
21.83778581,192.3390873,1080,1198,"313710.22,2900648.82,378"
21.83778581,192.3390873,1080,1026,"314010.22,2900348.82,328"
21.83778581,192.3390873,1080,1207,"313710.22,2900348.82,314"
4.678556283,265.9143832,2419,1213,"313710.22,2900048.82,313"
4.678556283,265.9143832,2419,1026,"314010.22,2900348.82,328"
4.678556283,265.9143832,2419,1207,"313710.22,2900348.82,314"
1.699673171,101.3099325,2406,1213,"313710.22,2900048.82,313"
1.699673171,101.3099325,2406,1206,"313410.22,2900348.82,319"
1.699673171,101.3099325,2406,1207,"313710.22,2900348.82,314"
12.07844729,152.0205256,2408,1213,"313710.22,2900048.82,313"
12.07844729,152.0205256,2408,1026,"314010.22,2900348.82,328"
12.07844729,152.0205256,2408,1214,"314010.22,2900048.82,296"
16.03468463,159.3045493,2421,811,"314010.22,2899748.82,251"
16.03468463,159.3045493,2421,1213,"313710.22,2900048.82,313"
16.03468463,159.3045493,2421,1214,"314010.22,2900048.82,296"
28.58515543,238.3487271,2065,1036,"314310.22,2900048.82,369"
28.58515543,238.3487271,2065,811,"314010.22,2899748.82,251"
28.58515543,238.3487271,2065,1214,"314010.22,2900048.82,296"
26.56856957,246.3294615,2422,1036,"314310.22,2900048.82,369"
26.56856957,246.3294615,2422,1026,"314010.22,2900348.82,328"
26.56856957,246.3294615,2422,1214,"314010.22,2900048.82,296"
36.82541393,152.507163,1554,790,"313410.22,2900648.82,335"
36.82541393,152.507163,1554,1007,"313710.22,2900948.82,382"
36.82541393,152.507163,1554,1006,"313410.22,2900948.82,433"
32.70915604,177.0792785,2006,790,"313410.22,2900648.82,335"
32.70915604,177.0792785,2006,1006,"313410.22,2900948.82,433"
32.70915604,177.0792785,2006,535,"313110.22,2900948.82,438"
31.71049598,3.012787504,1081,1006,"313410.22,2900948.82,433"
31.71049598,3.012787504,1081,535,"313110.22,2900948.82,438"
31.71049598,3.012787504,1081,998,"313410.22,2901248.82,338"
25.56473265,67.78240573,1990,535,"313110.22,2900948.82,438"
25.56473265,67.78240573,1990,998,"313410.22,2901248.82,338"
25.56473265,67.78240573,1990,775,"313110.22,2901248.82,409"
23.72527953,94.02826367,1042,998,"313410.22,2901248.82,338"
23.72527953,94.02826367,1042,775,"313110.22,2901248.82,409"
23.72527953,94.02826367,1042,114,"313410.22,2901548.82,343"
20.401525,94.68589984,1064,998,"313410.22,2901248.82,338"
20.401525,94.68589984,1064,114,"313410.22,2901548.82,343"
20.401525,94.68589984,1064,768,"313710.22,2901548.82,282"
14.75729575,18.43494882,2376,998,"313410.22,2901248.82,338"
14.75729575,18.43494882,2376,768,"313710.22,2901548.82,282"
14.75729575,18.43494882,2376,1191,"313710.22,2901248.82,324"
18.43908891,40.60129465,1989,776,"314010.22,2901248.82,288"
18.43908891,40.60129465,1989,768,"313710.22,2901548.82,282"
18.43908891,40.60129465,1989,1191,"313710.22,2901248.82,324"
22.75473089,31.82744658,2375,776,"314010.22,2901248.82,288"
22.75473089,31.82744658,2375,1007,"313710.22,2900948.82,382"
22.75473089,31.82744658,2375,1191,"313710.22,2901248.82,324"
2,270,1546,776,"314010.22,2901248.82,288"
2,270,1546,768,"313710.22,2901548.82,282"
2,270,1546,992,"314010.22,2901548.82,288"
19.10497317,353.990994,1977,768,"313710.22,2901548.82,282"
19.10497317,353.990994,1977,992,"314010.22,2901548.82,288"
19.10497317,353.990994,1977,519,"314010.22,2901848.82,231"
20.02775851,18.43494882,64,525,"314310.22,2901548.82,269"
20.02775851,18.43494882,64,992,"314010.22,2901548.82,288"
20.02775851,18.43494882,64,519,"314010.22,2901848.82,231"
14.06334874,264.559668,1514,525,"314310.22,2901548.82,269"
14.06334874,264.559668,1514,519,"314010.22,2901848.82,231"
14.06334874,264.559668,1514,760,"314310.22,2901848.82,273"
17.80449381,231.8427734,660,519,"314010.22,2901848.82,231"
17.80449381,231.8427734,660,760,"314310.22,2901848.82,273"
17.80449381,231.8427734,660,334,"314310.22,2902148.82,306"
27.61843185,113.4709931,1513,514,"314610.22,2902148.82,230"
27.61843185,113.4709931,1513,760,"314310.22,2901848.82,273"
27.61843185,113.4709931,1513,334,"314310.22,2902148.82,306"
18.49023766,207.950969,1029,519,"314010.22,2901848.82,231"
18.49023766,207.950969,1029,334,"314310.22,2902148.82,306"
18.49023766,207.950969,1029,333,"314010.22,2902148.82,280"
16.18298146,327.6193223,661,334,"314310.22,2902148.82,306"
16.18298146,327.6193223,661,333,"314010.22,2902148.82,280"
16.18298146,327.6193223,661,327,"314010.22,2902448.82,239"
19.8466342,352.2781742,1471,739,"314310.22,2902448.82,247"
19.8466342,352.2781742,1471,334,"314310.22,2902148.82,306"
19.8466342,352.2781742,1471,327,"314010.22,2902448.82,239"
25.05549396,303.0558228,659,333,"314010.22,2902148.82,280"
25.05549396,303.0558228,659,327,"314010.22,2902448.82,239"
25.05549396,303.0558228,659,196,"313710.22,2902148.82,217"
6.699917081,264.2894069,1004,327,"314010.22,2902448.82,239"
6.699917081,264.2894069,1004,196,"313710.22,2902148.82,217"
6.699917081,264.2894069,1004,505,"313710.22,2902448.82,219"
0.942809042,225,648,196,"313710.22,2902148.82,217"
0.942809042,225,648,505,"313710.22,2902448.82,219"
0.942809042,225,648,504,"313410.22,2902448.82,217"
4.242640687,45,1002,196,"313710.22,2902148.82,217"
4.242640687,45,1002,504,"313410.22,2902448.82,217"
4.242640687,45,1002,513,"313410.22,2902148.82,226"
4.737556801,39.28940686,1020,196,"313710.22,2902148.82,217"
4.737556801,39.28940686,1020,513,"313410.22,2902148.82,226"
4.737556801,39.28940686,1020,200,"313410.22,2901848.82,237"
21.64614413,80.24757506,658,513,"313410.22,2902148.82,226"
21.64614413,80.24757506,658,200,"313410.22,2901848.82,237"
21.64614413,80.24757506,658,332,"313110.22,2902148.82,290"
20.50745122,82.52844082,394,200,"313410.22,2901848.82,237"
20.50745122,82.52844082,394,332,"313110.22,2902148.82,290"
20.50745122,82.52844082,394,199,"313110.22,2901848.82,298"
18.51425877,23.33404128,2628,504,"313410.22,2902448.82,217"
18.51425877,23.33404128,2628,332,"313110.22,2902148.82,290"
18.51425877,23.33404128,2628,1317,"313110.22,2902448.82,239"
7.453559925,79.69515353,386,504,"313410.22,2902448.82,217"
7.453559925,79.69515353,386,1317,"313110.22,2902448.82,239"
7.453559925,79.69515353,386,727,"313110.22,2902748.82,235"
15.21694961,61.18920626,1448,504,"313410.22,2902448.82,217"
15.21694961,61.18920626,1448,727,"313110.22,2902748.82,235"
15.21694961,61.18920626,1448,495,"313410.22,2902748.82,195"
16.08657135,55.98065001,983,727,"313110.22,2902748.82,235"
16.08657135,55.98065001,983,495,"313410.22,2902748.82,195"
16.08657135,55.98065001,983,714,"313110.22,2903048.82,208"
5.04424865,82.40535663,1424,495,"313410.22,2902748.82,195"
5.04424865,82.40535663,1424,714,"313110.22,2903048.82,208"
5.04424865,82.40535663,1424,715,"313410.22,2903048.82,193"
8.602325267,144.4623222,967,714,"313110.22,2903048.82,208"
8.602325267,144.4623222,967,715,"313410.22,2903048.82,193"
8.602325267,144.4623222,967,705,"313410.22,2903348.82,214"
7.071067812,188.1301024,1423,715,"313410.22,2903048.82,193"
7.071067812,188.1301024,1423,705,"313410.22,2903348.82,214"
7.071067812,188.1301024,1423,314,"313710.22,2903348.82,217"
7.673909622,267.5104471,1943,715,"313410.22,2903048.82,193"
7.673909622,267.5104471,1943,314,"313710.22,2903348.82,217"
7.673909622,267.5104471,1943,975,"313710.22,2903048.82,216"
6.674994798,267.1375948,1404,314,"313710.22,2903348.82,217"
6.674994798,267.1375948,1404,975,"313710.22,2903048.82,216"
6.674994798,267.1375948,1404,716,"314010.22,2903048.82,236"
7.453559925,243.4349488,1944,975,"313710.22,2903048.82,216"
7.453559925,243.4349488,1944,716,"314010.22,2903048.82,236"
7.453559925,243.4349488,1944,728,"313710.22,2902748.82,206"
14.97405163,286.8214099,1425,716,"314010.22,2903048.82,236"
14.97405163,286.8214099,1425,728,"313710.22,2902748.82,206"
14.97405163,286.8214099,1425,320,"314010.22,2902748.82,249"
14.97405163,286.8214099,1449,505,"313710.22,2902448.82,219"
14.97405163,286.8214099,1449,728,"313710.22,2902748.82,206"
14.97405163,286.8214099,1449,320,"314010.22,2902748.82,249"
5.676462122,319.7636417,634,505,"313710.22,2902448.82,219"
5.676462122,319.7636417,634,495,"313410.22,2902748.82,195"
5.676462122,319.7636417,634,728,"313710.22,2902748.82,206"
20.13840996,77.57405713,953,716,"314010.22,2903048.82,236"
20.13840996,77.57405713,953,320,"314010.22,2902748.82,249"
20.13840996,77.57405713,953,488,"314310.22,2903048.82,177"
23.57493961,56.53462065,1426,716,"314010.22,2903048.82,236"
23.57493961,56.53462065,1426,488,"314310.22,2903048.82,177"
23.57493961,56.53462065,1426,706,"314010.22,2903348.82,197"
13.57284871,65.32313683,1406,488,"314310.22,2903048.82,177"
